id,label,oof_char_lr
0,0.0,0.008628354985908776
1,0.0,0.052997166936712546
2,0.0,0.5412903606407335
3,0.0,0.19215646610632425
4,0.0,0.0075464798395398006
5,0.0,0.22563711495660663
6,1.0,0.9973814412655988
7,0.0,0.06264921774198001
8,1.0,0.5533882347431741
9,1.0,0.885581283564245
10,1.0,0.9908590890869482
11,0.0,0.6138354024938633
12,0.0,0.013168160308690002
13,0.0,0.00600932813502027
14,0.0,0.6132138411745534
15,0.0,0.10590524190826679
16,0.0,0.30168858597364845
17,0.0,0.03337803193014778
18,0.0,0.6187685858917539
19,0.0,0.14303108617228116
20,0.0,0.13682630032660026
21,0.0,0.14205161772119457
22,0.0,0.013042070893421139
23,0.0,0.07828415771001827
24,0.0,0.07875569655144915
25,0.0,0.22212401746789537
26,0.0,0.03398048570905964
27,0.0,0.016635922944507955
28,1.0,0.7130432700977616
29,0.0,0.00460804371980168
30,0.0,0.009323034761926073
31,0.0,0.050475699330929776
32,0.0,0.13424434483308337
33,0.0,0.08238483172204256
34,0.0,0.0360858773392228
35,1.0,0.5597976000897477
36,0.0,0.12364480634857473
37,1.0,0.9910164164147346
38,0.0,0.10352315307958238
39,0.0,0.016532796186277912
40,0.0,0.0710242659244321
41,0.0,0.6701439023703675
42,0.0,0.03746584984704472
43,1.0,0.7755916674093424
44,0.0,0.06818877386606448
45,0.0,0.06468362834382911
46,0.0,0.00796487046989382
47,0.0,0.0072328579515873095
48,0.0,0.08036912184619517
49,0.0,0.09224096841636542
50,0.0,0.7722334079671013
51,0.0,0.01517383206074309
52,0.0,0.05996392088705514
53,0.0,0.03737781649138631
54,0.0,0.13832963849009972
55,0.0,0.3006061136329351
56,0.0,0.11284000505437027
57,0.0,0.044858550931743804
58,0.0,0.12895141377186828
59,0.0,0.015297540736247067
60,0.0,0.08643257673059479
61,0.0,0.021371124830419995
62,1.0,0.4721262318629708
63,1.0,0.9735439257736015
64,0.0,0.06368060414570147
65,0.0,0.06095741646577752
66,0.0,0.015107847452756073
67,0.0,0.0034027021299962213
68,0.0,0.08460856805196104
69,1.0,0.972789533732578
70,0.0,0.03814892319189548
71,0.0,0.027731799482490632
72,0.0,0.021561712411694623
73,0.0,0.019665062210512157
74,1.0,0.8057300523376175
75,0.0,0.0030530824552741165
76,0.0,0.0815809516773819
77,0.0,0.02311879322625671
78,1.0,0.9247614081424452
79,0.0,0.01393746594844642
80,0.0,0.04915907581165543
81,0.0,0.03899382779318703
82,0.0,0.017025563831598093
83,1.0,0.7557271436573214
84,0.0,0.009603081195950715
85,0.0,0.26007839335586563
86,0.0,0.12947612729942556
87,0.0,0.07849808469368309
88,0.0,0.01679442104807649
89,0.0,0.039378627585241764
90,0.0,0.01809883626017008
91,1.0,0.9024603602033765
92,0.0,0.021778430601222958
93,0.0,0.04768711757178969
94,0.0,0.03963832987790819
95,0.0,0.22035912848021474
96,0.0,0.04399674532399608
97,1.0,0.999033020161945
98,0.0,0.07420562044826066
99,0.0,0.03930611748015138
100,0.0,0.014623267446674002
101,0.0,0.01856372165303244
102,0.0,0.08868320839197172
103,0.0,0.023454262328597916
104,0.0,0.012194981891948458
105,0.0,0.062410275052797386
106,0.0,0.04482440138392552
107,0.0,0.024265871732868535
108,0.0,0.40417123617573286
109,1.0,0.9813958120533224
110,0.0,0.009272692642331859
111,0.0,0.033906574102980265
112,0.0,0.03563678438086295
113,1.0,0.9985895181786345
114,0.0,0.11850650778749547
115,0.0,0.025478032528532354
116,1.0,0.964833120250175
117,0.0,0.5413230226168365
118,0.0,0.07294249407874476
119,0.0,0.038899099619711844
120,0.0,0.8803392482691527
121,0.0,0.08252700722088963
122,1.0,0.9894662023705977
123,0.0,0.09697025371033868
124,0.0,0.1278712346922665
125,0.0,0.010275181258914754
126,0.0,0.029652103123766378
127,0.0,0.2540923612189809
128,0.0,0.0107792110834254
129,0.0,0.05796677810410771
130,0.0,0.022395543735072063
131,0.0,0.05313947465775633
132,0.0,0.427455784800634
133,0.0,0.9063034443374055
134,0.0,0.008299068941546401
135,0.0,0.15052178673687516
136,1.0,0.9904531894714078
137,0.0,0.09785280684503542
138,0.0,0.005588418280912094
139,0.0,0.026883944328674476
140,0.0,0.008452362533090289
141,0.0,0.23616485219461608
142,0.0,0.2494456414985655
143,0.0,0.3336658047237433
144,0.0,0.008781123130045943
145,0.0,0.04937532997108462
146,0.0,0.04092081688688531
147,0.0,0.23588234259318017
148,0.0,0.0036338041057532608
149,0.0,0.029968773703826602
150,0.0,0.05975148129435247
151,1.0,0.9667442076431179
152,0.0,0.19294488941464966
153,0.0,0.02622650075109424
154,0.0,0.03771197211719577
155,0.0,0.024365467338063624
156,0.0,0.16795016805891227
157,0.0,0.52382024700272
158,0.0,0.33553400789337445
159,0.0,0.011353725214497283
160,0.0,0.02298906867183036
161,1.0,0.8909693348973218
162,0.0,0.014217881387393784
163,0.0,0.1066242669871389
164,0.0,0.013889021826352481
165,0.0,0.02570710671720727
166,0.0,0.0230296350201072
167,0.0,0.0656551059424285
168,0.0,0.17539193397797473
169,0.0,0.026005603769751563
170,0.0,0.3126019148824025
171,1.0,0.9509710269816235
172,1.0,0.9102374660796293
