id,label,oof_dense_lr,oof_meta_lr
0,0.0,0.23117855213572883,0.017086939213728763
1,0.0,0.2159997188845856,0.05726737082135242
2,0.0,0.06926406278727627,0.6247702240412203
3,0.0,0.3180860489063659,0.2952436654597427
4,0.0,0.4301612462348502,0.02179469091002245
5,0.0,0.20898337178316417,0.3049948249000177
6,1.0,0.9986257380905007,0.9982747809612906
7,0.0,0.15754940426739233,0.06773740867379414
8,1.0,0.5578043634977874,0.6076159160712484
9,1.0,0.9970449771638601,0.9957857932711274
10,1.0,0.9985723958055921,0.9668440971362776
11,0.0,0.36277742251215467,0.642261850301657
12,0.0,0.12116298641680523,0.02448273374892485
13,0.0,0.17629357704163007,0.019656668412851255
14,0.0,0.26383033481638096,0.7379300686335165
15,0.0,0.2595760752733452,0.12302413630628242
16,0.0,0.044262022556838386,0.1058057561452858
17,0.0,0.19453869907453772,0.08385521475785104
18,0.0,0.3974677997540566,0.663102801070691
19,0.0,0.09566004699902395,0.0506332318912325
20,0.0,0.504521625418131,0.23258411357142433
21,0.0,0.20418334014434847,0.06879194859518499
22,0.0,0.4132309891648287,0.053906334581061456
23,0.0,0.055968709030375666,0.07115378736548363
24,0.0,0.5593929213239512,0.052738439135893385
25,0.0,0.23137110506091843,0.13644532795337583
26,0.0,0.32474123692222756,0.13220614396612468
27,0.0,0.045025177394202316,0.02364571448466153
28,1.0,0.9934046105397877,0.7670764985348211
29,0.0,0.05178149670721613,0.02803735710047981
30,0.0,0.09296414663852023,0.03978162371069938
31,0.0,0.32637798274797714,0.08392863277642042
32,0.0,0.4945578887313098,0.07961636639008636
33,0.0,0.32381457574371403,0.045630786028763054
34,0.0,0.234045520337019,0.028817550007364613
35,1.0,0.3205705280527268,0.6500375878700726
36,0.0,0.0911003458488555,0.08298290596465345
37,1.0,0.9530088322922634,0.9939087204061101
38,0.0,0.13127923556021256,0.039563789002178495
39,0.0,0.13005795693707198,0.02344979039418051
40,0.0,0.47710404503823234,0.09973651870462948
41,0.0,0.6912873199426461,0.8258809019309605
42,0.0,0.07422350885303637,0.05185577887157742
43,1.0,0.9698663226562919,0.8900016395936795
44,0.0,0.34460310069164013,0.11112461125136779
45,0.0,0.1780960984267029,0.04101062916606568
46,0.0,0.04740587073624879,0.023171245807663436
47,0.0,0.2395853057058208,0.019715402808968014
48,0.0,0.15941597294888446,0.1373183110651974
49,0.0,0.37858725766638024,0.05769244759162772
50,0.0,0.050951828223915,0.7067275722421256
51,0.0,0.2601258214309787,0.029284909278873058
52,0.0,0.1702017594322933,0.08843609790896295
53,0.0,0.0008671988559697027,0.10274507278529683
54,0.0,0.3340605261508902,0.2336664539811778
55,0.0,0.6210110276064984,0.13333150948295272
56,0.0,0.17682695336051682,0.1430519258839468
57,0.0,0.2799394546809771,0.036696106956928765
58,0.0,0.1451992562791164,0.057257971687779234
59,0.0,0.30182465603940556,0.04324301496242697
60,0.0,0.3406109416198083,0.04397086658695075
61,0.0,0.02380391469998999,0.03793079212070461
62,1.0,0.2910170961017633,0.9218623701332251
63,1.0,0.9961947481884227,0.9971042526330867
64,0.0,0.3074919123919281,0.07048850202105374
65,0.0,0.005091726466415485,0.0260223237311771
66,0.0,0.10394517810385873,0.021615612706419332
67,0.0,0.2651339553250382,0.019228703329814804
68,0.0,0.1836331495460853,0.0361322630173826
69,1.0,0.9991604580299126,0.9961062789971639
70,0.0,0.1879389959301784,0.040110837496038915
71,0.0,0.25199496677285493,0.05229508809017173
72,0.0,0.11862189076267868,0.024977136872389383
73,0.0,0.10769284653567056,0.048628169056412665
74,1.0,0.9906590966141897,0.9884122237735445
75,0.0,0.18262557101636306,0.016422641471035795
76,0.0,0.29342427016197564,0.07313066616206308
77,0.0,0.04727688236967748,0.027549553601773077
78,1.0,0.6433878502267996,0.9561925266010105
79,0.0,0.15811596041391146,0.02577273096332631
80,0.0,0.09458087319007447,0.05193718216487636
81,0.0,0.10426262410928401,0.05172982105535948
82,0.0,0.3121284665919136,0.02547985670945443
83,1.0,0.9267498698485754,0.976763237153434
84,0.0,0.045694246879057786,0.04506612773904034
85,0.0,0.054942977941100556,0.09570733426942653
86,0.0,0.22013708242394664,0.0781500796683862
87,0.0,0.3462273137886319,0.025336435623742364
88,0.0,0.13738546096098408,0.030341214537786845
89,0.0,0.22922226940262677,0.024177366348960297
90,0.0,0.04660745732161587,0.04166585320469281
91,1.0,0.9480356383340823,0.9155625693415407
92,0.0,0.3087783862605123,0.042273856661092075
93,0.0,0.2386547441298013,0.03337079589400965
94,0.0,0.38746619934346777,0.09991558564542079
95,0.0,0.5558439922122768,0.2137108369929526
96,0.0,0.12857361959574634,0.05847702217086401
97,1.0,0.999842335854588,0.9912332937252856
98,0.0,0.2820623461513154,0.055958082599077336
99,0.0,0.02814619129355468,0.028882677562637737
100,0.0,0.11456794896553932,0.05708439800850675
101,0.0,0.3233684343092933,0.023710892386184543
102,0.0,0.9799153490146767,0.32169156309121083
103,0.0,0.07614082415732824,0.040164560669914244
104,0.0,0.11375268395306282,0.025250236889479243
105,0.0,0.36123960748159256,0.04193554333813688
106,0.0,0.10211783961467255,0.04323414154702485
107,0.0,0.18741357616827173,0.02146164437661682
108,0.0,0.35155539270621566,0.5537770805969874
109,1.0,0.9999952761149985,0.9937820948411937
