id,label,oof_title_lr,oof_body_lr
0,0.0,0.062464932162642615,0.034620754660888174
1,0.0,0.24315798078664919,0.25188347671443867
2,0.0,0.7011925552559826,0.09572232121003106
3,0.0,0.7340214190388262,0.1750375027944522
4,0.0,0.12048741695314619,0.05491678970822113
5,0.0,0.6431921712993606,0.2742510173976696
6,1.0,0.8863842237913963,0.9809656373774405
7,0.0,0.2981470253203719,0.19197470594403965
8,1.0,0.3961959593293069,0.48122230559685475
9,1.0,0.8835277702649224,0.7667967619862113
10,1.0,0.16478505916071778,0.9893780905747522
11,0.0,0.23302771125668173,0.6369154935639192
12,0.0,0.16718935438512042,0.05098884545180163
13,0.0,0.04500782406501642,0.1174217727103419
14,0.0,0.5790601479063,0.4052135464237132
15,0.0,0.5195799595383955,0.1856042999515162
16,0.0,0.19614481990748583,0.09684460844498828
17,0.0,0.5202873331770825,0.0831819658483904
18,0.0,0.7025681909377348,0.08676315036899561
19,0.0,0.1541900542025581,0.18745291976779493
20,0.0,0.6971319786056526,0.09809145527747612
21,0.0,0.2742898208562557,0.18949338752185874
22,0.0,0.40956648780618676,0.04658146354186485
23,0.0,0.40402930930739844,0.14986260776226698
24,0.0,0.09288891792955706,0.13375772063843952
25,0.0,0.22926334992345582,0.3463316431467058
26,0.0,0.46301479764380404,0.35992920744916457
27,0.0,0.10980931872822414,0.13708493185171194
28,1.0,0.8843767816757152,0.8222012078143939
29,0.0,0.05250274614499729,0.09572232121003106
30,0.0,0.1354923229571871,0.09572232121003106
31,0.0,0.4941883866147111,0.07722069528074353
32,0.0,0.06545764093337925,0.2848937208084729
33,0.0,0.24905770297143398,0.03349062229356193
34,0.0,0.2571186995173778,0.06696628137158417
35,1.0,0.3104806865510168,0.6547246691532883
36,0.0,0.4833402995986533,0.14524157382349706
37,1.0,0.8453155252247341,0.9405681606034003
38,0.0,0.13017713102737433,0.1919109867119972
39,0.0,0.1279920551250912,0.03117359397853957
40,0.0,0.35628896477143207,0.07228740255889103
41,0.0,0.6775741155437773,0.6387156641527492
42,0.0,0.32843897831670216,0.15100698488724837
43,1.0,0.3332615146204474,0.5123284529404675
44,0.0,0.3713752623658579,0.2996087272872754
45,0.0,0.27394152963460106,0.0862011661110671
46,0.0,0.07207456691627685,0.09014437314638651
47,0.0,0.049145408903362886,0.0833369209228407
48,0.0,0.6247349023017584,0.18614081283534062
49,0.0,0.05076051976492405,0.3826716587767606
50,0.0,0.7216298354936057,0.08676315036899561
51,0.0,0.14322496762284662,0.10903236862390063
52,0.0,0.3874230353382022,0.09684460844498828
53,0.0,0.8350775826630544,0.09493884973396294
54,0.0,0.5241138409604694,0.3607302376709025
55,0.0,0.16001449085116623,0.246809194475069
56,0.0,0.6563608096647293,0.1449733585862714
57,0.0,0.059145669526209414,0.23648345415062877
58,0.0,0.23460985787193647,0.17532926087364184
59,0.0,0.1640564346721626,0.09510131213595663
60,0.0,0.22168228023687686,0.07674840400761326
61,0.0,0.23966672993498864,0.09572232121003106
62,1.0,0.8782837729952582,0.9191370489196177
63,1.0,0.9612116628170552,0.900780507494928
64,0.0,0.310835690487132,0.22780000230438693
65,0.0,0.1889476778927761,0.10079221480266895
66,0.0,0.1660712881213787,0.055653622070815055
67,0.0,0.05107782233816546,0.045765602672318655
68,0.0,0.024478816694616774,0.21943056104077116
69,1.0,0.8945422492446387,0.847627841937128
70,0.0,0.2993652447651116,0.06779881122447441
71,0.0,0.354672105720664,0.12019591263892287
72,0.0,0.11259435907095001,0.16713397659836693
73,0.0,0.11597746653336227,0.3073539005970903
74,1.0,0.8381801807018184,0.844046906473137
75,0.0,0.020888880810804283,0.012882595484031752
76,0.0,0.4315224440692271,0.09211814206815126
77,0.0,0.09615617589496057,0.08676315036899561
78,1.0,0.5404895722005628,0.6808417063102796
79,0.0,0.2063070347340952,0.05546860779094218
80,0.0,0.34989738093260864,0.08302214155302298
81,0.0,0.28665988559868505,0.09510131213595663
82,0.0,0.16932075036041777,0.04757917214923925
83,1.0,0.9680647633440153,0.46121609196176583
84,0.0,0.43953966626734076,0.04189800305842097
85,0.0,0.3457291111720098,0.12372370523465216
86,0.0,0.13368803217229272,0.4168510037234101
87,0.0,0.03797027754566705,0.1438876983821908
88,0.0,0.08176007716229251,0.09684460844498828
89,0.0,0.03559666257960761,0.09510131213595663
90,0.0,0.270029242054773,0.09014437314638651
91,1.0,0.28747583027993756,0.6932305671297223
92,0.0,0.04810431571408447,0.2948227131028527
93,0.0,0.18047427032521773,0.09572232121003106
94,0.0,0.5530064198898856,0.07241098423094283
95,0.0,0.41207464672847005,0.20356356891382776
96,0.0,0.35010413573056587,0.11816016233790305
97,1.0,0.7803716364934561,0.9955011247428904
98,0.0,0.28470320218935496,0.11939703874991038
99,0.0,0.11443597450792452,0.09572232121003106
100,0.0,0.4560955704181088,0.08617645501074624
101,0.0,0.0676711363341844,0.06081049722714021
102,0.0,0.14317942664986189,0.6754701761719946
103,0.0,0.1997730897498568,0.08676315036899561
104,0.0,0.12116165473618111,0.09050181065013167
105,0.0,0.21919306352388254,0.20961548966025567
106,0.0,0.2776215469090299,0.06948755719492858
107,0.0,0.04142979884415602,0.07647993221870755
108,0.0,0.7723619839257299,0.25403250802566046
109,1.0,0.9242459715463727,0.9884052626608969
110,0.0,0.05487413023815294,0.04895924887788666
111,0.0,0.12090504936575709,0.04729371824702444
112,0.0,0.20726169243464226,0.09014437314638651
113,1.0,0.552365279139442,0.9820788306186605
114,0.0,0.061363653352313606,0.19133915587591202
115,0.0,0.21705169444704392,0.033987790939882995
116,1.0,0.9103238846420212,0.9155188208587974
117,0.0,0.3507973051097939,0.2167218814624109
118,0.0,0.1353753981063192,0.33435690595305917
119,0.0,0.7816696109238508,0.05062785431741606
120,0.0,0.7053499295475621,0.7527200917697362
121,0.0,0.046521022007300586,0.2680278736035416
122,1.0,0.10349173289478976,0.9714802999907993
123,0.0,0.16088933551165768,0.12558067963426886
124,0.0,0.5037839997707827,0.09684460844498828
125,0.0,0.13560209229606524,0.017672334604640186
126,0.0,0.36945027525401336,0.09572232121003106
127,0.0,0.7326080550765783,0.30740898356496693
128,0.0,0.111004622382256,0.08748249689506633
129,0.0,0.27859690160358425,0.09510131213595663
130,0.0,0.05106295765067993,0.09684460844498828
131,0.0,0.6914051844273106,0.08062133867392254
132,0.0,0.7137753520847483,0.41506171872563813
133,0.0,0.9330758286343859,0.6628860942701513
134,0.0,0.20746447537284946,0.024981274164534932
135,0.0,0.3537319040159736,0.0901140148054045
136,1.0,0.9908272754489421,0.9568861496065184
137,0.0,0.3433099103190329,0.09684460844498828
138,0.0,0.06312203086727572,0.028006655843702485
139,0.0,0.17095216060872084,0.08676315036899561
140,0.0,0.1848979797351043,0.03317010672820807
141,0.0,0.7221239799741687,0.09684460844498828
142,0.0,0.34183629653772735,0.21463745954105354
143,0.0,0.5044494248346033,0.301235389800671
144,0.0,0.07674261603953589,0.09572232121003106
145,0.0,0.14117390911622366,0.14690133477627243
146,0.0,0.4598161282407183,0.11479778306159649
147,0.0,0.27525521009072124,0.391859680301901
148,0.0,0.0962269065807023,0.038424952414696
149,0.0,0.6257211345366621,0.09684460844498828
150,0.0,0.17334277585294522,0.07716431131155917
151,1.0,0.9443531863951053,0.9848601386711688
152,0.0,0.06429946969859492,0.08676315036899561
153,0.0,0.1407200220974837,0.09684460844498828
154,0.0,0.22698185412135058,0.07742633199793822
155,0.0,0.2514997766296381,0.07260216453745591
156,0.0,0.11071364811416526,0.09684460844498828
157,0.0,0.4527231507075628,0.09014437314638651
158,0.0,0.23724210136374432,0.5272139504053923
159,0.0,0.08943231601717881,0.097015618006505
160,0.0,0.5100825882388051,0.05101247187687955
161,1.0,0.664340530988409,0.777169510667763
162,0.0,0.13774325334084822,0.06697673761935118
163,0.0,0.7308899073939829,0.17919655122005454
164,0.0,0.3036293774931833,0.0657970764854228
165,0.0,0.715576962305447,0.06487531069293126
166,0.0,0.10499098419186666,0.15526878595985671
167,0.0,0.14243240878049793,0.03844400472399614
168,0.0,0.1275928405644643,0.22383452119895753
169,0.0,0.601893547145322,0.0380033901460535
170,0.0,0.12101742428165946,0.41050697546730486
171,1.0,0.972977849809738,0.9642725150892741
172,1.0,0.22505083373342955,0.887641820684654
173,0.0,0.0776312493478496,0.09684460844498828
174,0.0,0.18863579797777866,0.10005836179707267
175,0.0,0.2867998238297002,0.04610307474954469
176,0.0,0.3685862563245594,0.3864953726890604
177,0.0,0.18749584888034088,0.08676315036899561
178,0.0,0.17726498449962924,0.25198521755539993
179,0.0,0.13456423264085088,0.03336433157770072
180,0.0,0.49187899861046225,0.09684460844498828
181,0.0,0.13222023175575126,0.09572232121003106
182,1.0,0.8402222096638075,0.8050231550642564
183,0.0,0.30181236738174144,0.04576330260542649
184,0.0,0.47948678259259486,0.06607481932160801
185,0.0,0.37628741944846406,0.2756074567978298
186,0.0,0.08772325179162481,0.08676315036899561
