id,label,oof_title_lr
0,0.0,0.03890355317624405
1,0.0,0.2577034602570232
2,0.0,0.0976915104228485
3,0.0,0.18785144519018293
4,0.0,0.05820033179627836
5,0.0,0.2897370587481186
6,1.0,0.978529383895037
7,0.0,0.17884514738286722
8,1.0,0.5141574208824181
9,1.0,0.7572109022821516
10,1.0,0.9900705541511864
11,0.0,0.6439356650501049
12,0.0,0.058010807233183824
13,0.0,0.1300309466973617
14,0.0,0.37793631478340367
15,0.0,0.1834234328304275
16,0.0,0.098669878483519
17,0.0,0.08702900963594691
18,0.0,0.08838582087523773
19,0.0,0.18090449652694587
20,0.0,0.10014150642605116
21,0.0,0.20202535921981418
22,0.0,0.0515555768669861
23,0.0,0.15005467080892743
24,0.0,0.12752239408393942
25,0.0,0.37980387618168
26,0.0,0.42199152853856664
27,0.0,0.13207330245167648
28,1.0,0.8349982188906983
29,0.0,0.0976915104228485
30,0.0,0.0976915104228485
31,0.0,0.09368384055665445
32,0.0,0.2570844320182918
33,0.0,0.03539815090333434
34,0.0,0.07138488883539293
35,1.0,0.6179252823176242
36,0.0,0.14396565713233836
37,1.0,0.9328768275174731
38,0.0,0.17588565024205519
39,0.0,0.030946654373110463
40,0.0,0.07941551874408807
41,0.0,0.6415360941917078
42,0.0,0.16208076753632505
43,1.0,0.45385317938223385
44,0.0,0.3054693224377626
45,0.0,0.0829172142904493
46,0.0,0.09183341316960135
47,0.0,0.1000773239498864
48,0.0,0.18699124643686027
49,0.0,0.38531696847148894
50,0.0,0.08838582087523773
51,0.0,0.11557355281827779
52,0.0,0.098669878483519
53,0.0,0.0927475424310062
54,0.0,0.3993386313332388
55,0.0,0.23587312034416918
56,0.0,0.13736539337602294
57,0.0,0.24934086459653307
58,0.0,0.1703319702516695
59,0.0,0.096834544236703
60,0.0,0.08076325188127884
61,0.0,0.0976915104228485
62,1.0,0.9272119348823229
63,1.0,0.9000036568417079
64,0.0,0.23712462871512463
65,0.0,0.10688402438623935
66,0.0,0.06145253775312334
67,0.0,0.05385644939351652
68,0.0,0.2407652795187472
69,1.0,0.8237184609820014
70,0.0,0.07177462764916356
71,0.0,0.12753210101942206
72,0.0,0.16837634574334598
73,0.0,0.2954823560024952
74,1.0,0.8502414987282403
75,0.0,0.015253599036297536
76,0.0,0.08394362720279844
77,0.0,0.08838582087523773
78,1.0,0.6530388271504735
79,0.0,0.05793998378567388
80,0.0,0.08557757362982818
81,0.0,0.096834544236703
82,0.0,0.057802567692989096
83,1.0,0.42481127236437716
84,0.0,0.04349726932311524
85,0.0,0.12338185590049902
86,0.0,0.4119159864580644
87,0.0,0.1499593787039576
88,0.0,0.098669878483519
89,0.0,0.096834544236703
90,0.0,0.09183341316960135
91,1.0,0.6571285902159233
92,0.0,0.23092003181244064
93,0.0,0.0976915104228485
94,0.0,0.07041537334873223
95,0.0,0.19373232496561438
96,0.0,0.11887917280094756
97,1.0,0.9945371342040216
98,0.0,0.1214645738842999
99,0.0,0.0976915104228485
100,0.0,0.08376405502094944
101,0.0,0.06482592089701408
102,0.0,0.6798316347520025
103,0.0,0.08838582087523773
104,0.0,0.08654294573716229
105,0.0,0.2572235153437994
106,0.0,0.07720869308896464
107,0.0,0.07762318306219414
108,0.0,0.25426504157761437
109,1.0,0.9873954903039914
110,0.0,0.052760453589287416
111,0.0,0.049884557427333984
