id,label,oof_title_lr,oof_body_lr,oof_char_lr
0,0.0,0.062464932162642615,0.034620754660888174,0.008628354985908776
1,0.0,0.24315798078664919,0.25188347671443867,0.052997166936712546
2,0.0,0.7011925552559826,0.09572232121003106,0.5412903606407335
3,0.0,0.7340214190388262,0.1750375027944522,0.19215646610632425
4,0.0,0.12048741695314619,0.05491678970822113,0.0075464798395398006
5,0.0,0.6431921712993606,0.2742510173976696,0.22563711495660663
6,1.0,0.8863842237913963,0.9809656373774405,0.9973814412655988
7,0.0,0.2981470253203719,0.19197470594403965,0.06264921774198001
8,1.0,0.3961959593293069,0.48122230559685475,0.5533882347431741
9,1.0,0.8835277702649224,0.7667967619862113,0.885581283564245
10,1.0,0.16478505916071778,0.9893780905747522,0.9908590890869482
11,0.0,0.23302771125668173,0.6369154935639192,0.6138354024938633
12,0.0,0.16718935438512042,0.05098884545180163,0.013168160308690002
13,0.0,0.04500782406501642,0.1174217727103419,0.00600932813502027
14,0.0,0.5790601479063,0.4052135464237132,0.6132138411745534
15,0.0,0.5195799595383955,0.1856042999515162,0.10590524190826679
16,0.0,0.19614481990748583,0.09684460844498828,0.30168858597364845
17,0.0,0.5202873331770825,0.0831819658483904,0.03337803193014778
18,0.0,0.7025681909377348,0.08676315036899561,0.6187685858917539
19,0.0,0.1541900542025581,0.18745291976779493,0.14303108617228116
20,0.0,0.6971319786056526,0.09809145527747612,0.13682630032660026
21,0.0,0.2742898208562557,0.18949338752185874,0.14205161772119457
22,0.0,0.40956648780618676,0.04658146354186485,0.013042070893421139
23,0.0,0.40402930930739844,0.14986260776226698,0.07828415771001827
24,0.0,0.09288891792955706,0.13375772063843952,0.07875569655144915
25,0.0,0.22926334992345582,0.3463316431467058,0.22212401746789537
26,0.0,0.46301479764380404,0.35992920744916457,0.03398048570905964
27,0.0,0.10980931872822414,0.13708493185171194,0.016635922944507955
28,1.0,0.8843767816757152,0.8222012078143939,0.7130432700977616
29,0.0,0.05250274614499729,0.09572232121003106,0.00460804371980168
30,0.0,0.1354923229571871,0.09572232121003106,0.009323034761926073
31,0.0,0.4941883866147111,0.07722069528074353,0.050475699330929776
32,0.0,0.06545764093337925,0.2848937208084729,0.13424434483308337
33,0.0,0.24905770297143398,0.03349062229356193,0.08238483172204256
34,0.0,0.2571186995173778,0.06696628137158417,0.0360858773392228
35,1.0,0.3104806865510168,0.6547246691532883,0.5597976000897477
36,0.0,0.4833402995986533,0.14524157382349706,0.12364480634857473
37,1.0,0.8453155252247341,0.9405681606034003,0.9910164164147346
38,0.0,0.13017713102737433,0.1919109867119972,0.10352315307958238
39,0.0,0.1279920551250912,0.03117359397853957,0.016532796186277912
40,0.0,0.35628896477143207,0.07228740255889103,0.0710242659244321
41,0.0,0.6775741155437773,0.6387156641527492,0.6701439023703675
42,0.0,0.32843897831670216,0.15100698488724837,0.03746584984704472
43,1.0,0.3332615146204474,0.5123284529404675,0.7755916674093424
44,0.0,0.3713752623658579,0.2996087272872754,0.06818877386606448
45,0.0,0.27394152963460106,0.0862011661110671,0.06468362834382911
46,0.0,0.07207456691627685,0.09014437314638651,0.00796487046989382
47,0.0,0.049145408903362886,0.0833369209228407,0.0072328579515873095
48,0.0,0.6247349023017584,0.18614081283534062,0.08036912184619517
49,0.0,0.05076051976492405,0.3826716587767606,0.09224096841636542
50,0.0,0.7216298354936057,0.08676315036899561,0.7722334079671013
51,0.0,0.14322496762284662,0.10903236862390063,0.01517383206074309
52,0.0,0.3874230353382022,0.09684460844498828,0.05996392088705514
53,0.0,0.8350775826630544,0.09493884973396294,0.03737781649138631
54,0.0,0.5241138409604694,0.3607302376709025,0.13832963849009972
55,0.0,0.16001449085116623,0.246809194475069,0.3006061136329351
56,0.0,0.6563608096647293,0.1449733585862714,0.11284000505437027
57,0.0,0.059145669526209414,0.23648345415062877,0.044858550931743804
58,0.0,0.23460985787193647,0.17532926087364184,0.12895141377186828
59,0.0,0.1640564346721626,0.09510131213595663,0.015297540736247067
60,0.0,0.22168228023687686,0.07674840400761326,0.08643257673059479
